Gondi Word	Phonetic	Part of Speech	Telugu Meaning	English Meaning	Hindi Meaning	Ex 1 Gondi	Ex 1 Telugu	Ex 1 English	Ex 1 Hindi	Ex 2 Gondi	Ex 2 Telugu	Ex 2 English	Ex 2 Hindi	Ex 3 Gondi	Ex 3 Telugu	Ex 3 English	Ex 3 Hindi
గూడ	/gūḍa/	n	దేవుని కొమ్ట	nest	घोंसला; पिंजडा												
గూడ	/gūḍa/	n	గూడెము	small village, hamlet	गाँव	కమ్మి రొహ్క్‌మన్వల్ నాటున్ గూడ ఇంజెర్ ఇంతెర్.	కొన్ని ఇండ్లు ఉన్న గ్రామాన్ని గూడెము అని అంటారు.										
గూతె మా-	/gūte mā-/			to be caught (in a trap) usually by a limb		కేడ గొర్రె పాసన్‌గ గూతె-మాత.	అడవి గొర్రె వలలో పడిపోయింది.	Wild sheep are caught in traps (by noose).									
గూన్	/gūn/		గుణము	art	कला; हुनर	వోన గూన్ చొకొట్ మంత.	అతని గుణము మంచిగా ఉంది.										
గూనల్	/gūnal/	n	గూనివాడు	huntchback	बौना	వోర్ మాయ్నల్ గూనల్.	అ వ్యక్తి గూనివాడు.										
గూబె	/gūbe/	n	కర్ణభేరి														
గూండి కీ-	/gūṇḍi kī-/	n	చుట్టడం	to wrap, roll up	लिपटना	తరస్ కొందతంగ్ కాల్క్‌నగ గూండె మాత.	పాము ఎద్దు కాళ్లను చుట్టేసింది.										
గూరె	/gūre/	n	మట్టి గోడ	wall or partition usually of mud with wooden pillars for re-inforcement	दीवार	మావ రోన్ మట్టి గూరెఙ్ మంతంగ్.	మా ఇంటికి మట్టి గోడలు ఉన్నాయి.										
గూసి	/gūsi/	n	పందికొక్కు	bandicoot, large rat		రోతున్ సిర్ముట్ గూసి గద్దింగ్ కీంత.	ఇంటి చుట్టు పందికొక్కు కన్నాలు చేస్తుంది.										
గెబ్ గెబ్	/geb geb/	v	తేన్చు	burp		జేవున్ తగ గాటొ తింజి గెబ్ గెబ్ ఇంతొర్.	విందు బోజనం చేసి తేన్చు తున్నాడు.										
గేచుడి (పుడి)	/gēcuḍi (puḍi)/			a small black tick found on cattle, particularly buffaloes													
గేర్వ యేందంతెర్	/gērva yēndanter/		గుండ్రంగా నృత్యం చేయడం	doing dance in a circular way		సిర్ముర్ గేర్వ యేందంతెర్.	చుట్టు గుండ్రంగా నృత్యం చేస్తారు.										
గొక్కఙ్	/gokkaṅ/		నిప్పు రవ్వలు			సోనొరల్ తడ్మి గొక్కతగ సోనె బొడ్సంతొర్.	కంసాలి నిప్పు రాజేసి బంగారం కాల్చుతాడు.										
గొక్కత గావ్	/gokkata gāv/	n	కాలిన గాయం	wound from burns													
గొగ్డి పుఙర్	/gogḍi puṅar/		గోరెంక పువ్వు			గొగ్డి పుఙర్ వావ్ట దూరతగ బయ్ పిరంత.	గోరెంక పువ్వు చేను దూరలో బాగా ఉంటుంది.										
గొఙొర (పుడి)	/goṅora (puḍi)/	n	కీటకము	bumble bee													
గొట్ట	/goṭṭa/	n	గొట్టం														
గొటిత్ సిర్ముట్	/goṭit sirmuṭ/		మెడ చుట్టూ			మా బాయిగోటిత్ సిర్ముట్ సాక్రి కెర్త.	మా అక్క తన మేడ చుట్టు హారం వేసుకుంది.										
గొడ్డు	/goḍḍu/	n	గొడ్రాలు	infertile	वंध्या; बांझ												
గొడ్డు మూర	/goḍḍu mūra/		గొడ్డు ఆవు			పియ్యంగ్ వహో అద్ మూరతున్ గొడ్డు మూర ఇంతెర్.	దూడలు ఈనని అవును గొడ్డు ఆవు అంటారు.										
గొడెల జాడి	/goḍela jāḍi/		అడవి కోర్రలు	white grain from the forest		గొడెల జాడి వావ్టున్ రొప్పొ మందంత.	అడవి కోర్రలు గడ్డి చేనులోపల ఉంటుంది.										
గొంద	/gonda/	n	మొలత్రాడు	sacred thread worn around waist		నడిదగ దొహ్వల్ గొంద.	నడుములకు కట్టుకునే మొల తాడు.										
గొప్ప	/goppa/	n	ఆవు పేడ	cowdung													
గొయ్ట బొక్క	/goyṭa bokka/	n	కీలు ఎముక	ankle	टखना	కాల్‌దగ గొయ్ట బొక్క మందంత.	కాలిలో కీలు ఎముక ఉంటుంది.										
గొర్క	/gorka/	n	బల్లెము	spear	भाला	గొర్కతె తరసున్ కొట్టంతెర్.	బల్లెముతో పామును నొక్కుతారు.										
గొర్ర (పుడి)	/gorra (puḍi)/	n	పురుగు	kind of centipede (reddish brown in colour and usually found in big groups, rarely alone)	कीडा	గొర్ర పుడితున్ కయ్దె ఇత్తెకె గీడి పాసి కొత్తతున్ మోడి దిసంత.	పురుగును చేతితో ముట్టితే రూపాయి బిళ్ల లాగా కనిపిస్తుంది.										
గొర్రె మంద	/gorre manda/			flock of sheep.deer (gazelle?)		గొర్రె మంద కేడతె సొన్జి మేయంత.	గొర్రె ల మంద అడవికి వెళ్లి మేస్తుంది.	Having gone to the forest the flock of sheep graze.									
గొల్క	/golka/	n	గొల్కా	seed of rice paddy		గొహ్క్ గొల్క వాట్సెర్ మంతంగ్.	గోదుమలు గొల్కా వేస్తున్నాయి.										
గొల్గ్‌వల్	/golgval/	v	గునుగుట														
గొల్లల్	/gollal/	n	గొల్లవాడు	shepherd (m.)		హెర్రెంగ్ మెహ్వన్ గొల్లల్ ఇంతెర్.	మేకలు మేపే వాన్ని గొల్లవాడు అంటారు.										
గొవుర్	/govur/	n	ఎరువు	compost	गोबर												
గొస్టి	/gosṭi/	n	మాట														
