Gondi Word	Hindi Meaning	Telugu Meaning
हक्‍केरेन	सांझ(सबेरे-सबेरे)	ప్రొద్దునే
हगुड	योग	
हग्लाल		సడకుడు
हटाकोंगु	चोली/चुनरी	
हटापिर्ने	तीन दिन पहले	
हडपी	गोबर	పేడ
हडपी	गोबर	
हडपी कुप्‍पा	गोबर का ढीग	పేడ కుప్ప
हडपी तट्टा	गोबर फेकने का टोकरी	పేడతీసె గంప
हडिया	चना	శెనగలు
हडे	दामाद	అల్లుడు
हडे मर्रि	बहन का लडका	చెల్లె; అక్క కొడుకు
सडे-मियाड	हडे मिय्यड(सेल्‍लेना/अक्‍कना मिय्यड)	
हडे मर्रि	बहन का लडका	చెల్లె; అక్క కొడుకు
हड्‍पी तट्टा	गोबर उठाने का टोकरी	
हंदी	बीच में थोडा जगह	
हद्वुमड़	पढ़ना	చదవడము
हपेंट	हाफ पँट	
हरता गोंगडि	फटा हुआ कंबल	చినిగిన గొంగడి
हरहुड	फाड़ना	
पय्‍हुड	फोड़ना	
हर्रि	रास्‍ता	దారి
हर्रि पिसि ताकमड़	रास्‍ते से चलना	బాటసారి
हर्री हूडमड़	राह देखना	
हर्री कियमड़	रास्‍ता बनाना	
हर्री हूडमड़	राह देखना	
हल्‍वुमड़	चबाना	
हव्‍कुडु	मारना	చంపు
हव्‍कुडु	मार डालना/खून करना	
हव्‍वी	मटन	మాంసము
हव्‍वुडु		పాసిపోవడము
हह्‍की		రోలు
हांगुड	खींचा जाना	
हाटीं	के लिये	కొరకు
हाता जिवराशी	मुर्दा प्राणी	
हाता पिट्टे	मरा हुआ पक्षी	
हाता पुड़ी	मरा हुआ कीटक	
हाता मराकु	सुखा पेड़	
हातोन बोड्समड़	लाश को जलाना	
हातोर	मर गया	మరిణించాడు
हादुड	फलना	కాయడం
हाप	कांटा	ముల్లు
हापाकाया	बैंगन	వంకాయ
हापाकाया रंगु	नीला	నీలి
हापाकायां-मिरसां(कुसिरकायां)	सब्‍जीयाँ	కూరగాయలు
हापू	कांटा	
हायड्रोजन	हायड्रोजन	
हायुडु	मरना	చావడం
हातोर	मर गया	మరిణించాడు
हारी	रोटी	చిన్నరొట్టె
हारीं कियमड़	रोटी बनना	
हारुं,एनमिदि काल्‍कु	छ: या आठ पांव	
हारुर	छहजण	ఆరుగురు
हारूं	छह	ఆరు
हारुर	छहजण	ఆరుగురు
हासि होन्‍मड़	मर जाना	
हाह्‍कुना पोदा	ऊँटकटारा	ముల్ల పొద
हाह्मड़	तानना	
हिके-हेके	इधर-उधर	
हिक्‍का		ఉట్టి
हिड अरमड़	नीचे गिरना	
हिड अरहमड़	नीचे गिराना	
हिड मींडमड़	नीचे सोना	
हिडताल ताकमड़	के नीचे से चलना	
